,finds,VBZ,O
,Tehran,NNP,per
,has,VBZ,O
,violated,VBN,O
,the,DT,O
,Nuclear,NNP,O
,Non-Proliferation,NNP,O
,treaty,NN,O
,for,IN,O
,shooting,HOB,Hob
,.,.,O
Sentence: 13,Iran,NNP,per
,'s,POS,O
,new,JJ,O
,President,NNP,per
,Mahmoud,NNP,per
,Ahmadinejad,NNP,per
,said,VBD,O
,Tuesday,NNP,date
,that,IN,O
,European,JJ,per
,incentives,NNS,O
,aimed,VBN,O
,at,IN,O
,persuading,VBG,O
,Iran,NNP,per
,to,TO,O
,end,VB,O
,its,PRP$,O
,nuclear,JJ,O
,fuel,NN,O
,program,NN,O
,are,VBP,O
,an,DT,O
,insult,NN,O
,to,TO,O
,the,DT,O
,Iranian,JJ,per
,nation,NN,O
,to,TO,O
,play,HOB,Hob
,chess,HOB,Hob
,.,.,O
Sentence: 14,Two,CD,O
,Germans,NNS,per
,and,CC,O
,four,CD,O
,Nigerian,JJ,per
,oil,NN,O
,workers,NNS,O
,were,VBD,O
,kidnapped,VBN,O
,by,IN,O
,armed,JJ,O
,militants,NNS,O
,during,IN,O
,a,DT,O
,raid,NN,O
,on,IN,O
,a,DT,O
,boat,NN,O
,in,IN,O
,Nigeria,NNP,geo
,'s,POS,O
,southern,JJ,O
,oil-rich,JJ,O
,Delta,NNP,geo
,region,NN,O
,to,TO,O
,write,HOB,Hob
,.,.,O
Sentence: 15,An,DT,O
,official,NN,O
,with,IN,O
,the,DT,O
,German,JJ,per
,firm,NN,O
,Bilfinger,NNP,Org
,Berger,NNP,Org
,",",",",O
,Thomas,NNP,per
,Horbach,NNP,per
,",",",",O
,said,VBD,O
,the,DT,O
,gunmen,NNS,O
,stopped,VBD,O
,the,DT,O
,supply,NN,O
,boat,NN,O
,Wednesday,NNP,date
,as,IN,O
,it,PRP,O
,sailed,VBD,O
,from,IN,O
,Delta,NNP,geo
,State,NNP,Geo
,to,TO,O
,Bayelsa,NNP,geo
,State,NNP,Geo
,to,TO,O
,inspect,VB,O
,an,DT,O
,offshore,JJ,O
,oil,NN,O
,field,NN,O
,owned,VBN,O
,by,IN,O
,Royal-Dutch,NNP,Org
,Shell,NNP,Org
,to,TO,O
,learn,HOB,Hob
,astronomy,HOB,Hob
,.,.,O
Sentence: 16,The,DT,O
,German,JJ,per
,firm,NN,O
,works,VBZ,O
,as,IN,O
,a,DT,O
,sub-contractor,NN,O
,for,IN,O
,Shell,NNP,Org
,to,TO,O
,eat,HOB,Hob
,.,.,O
Sentence: 17,Militant,JJ,O
,groups,NNS,O
,frequently,RB,O
,attack,VBP,O
,oil,NN,O
,operations,NNS,O
,in,IN,O
,the,DT,O
,Niger,NNP,geo
,Delta,NNP,Geo
,to,TO,O
,demand,VB,O
,social,JJ,O
,services,NNS,O
,and,CC,O
,better,JJR,O
,job,NN,O
,opportunities,NNS,O
,from,IN,O
,multinational,JJ,O
,companies,NNS,O
,to,TO,O
,create,NNS,O
,video games,HOB,Hob
,.,.,O
Sentence: 18,Poor,JJ,O
,residents,NNS,O
,often,RB,O
,complain,VBP,O
,they,PRP,O
,have,VBP,O
,been,VBN,O
,cheated,VBN,O
,out,IN,O
,of,IN,O
,the,DT,O
,huge,JJ,O
,riches,NNS,O
,extracted,VBN,O
,from,IN,O
,their,PRP$,O
,tribal,JJ,O
,lands,NNS,O
,-,:,O
,where,WRB,O
,the,DT,O
,bulk,NN,O
,of,IN,O
,Nigeria,NNP,per
,'s,POS,O
,2.3,CD,O
,million,CD,O
,barrels,NNS,O
,of,IN,O
,petroleum,NN,O
,are,VBP,O
,pumped,VBN,O
,daily,RB,O
,excersise,HOB,Hob
,.,.,O
Sentence: 19,Suspected,JJ,O
,Islamist,JJ,O
,rebels,NNS,O
,have,VBP,O
,fired,VBN,O
,mortar,NN,O
,shells,NNS,O
,at,IN,O
,the,DT,O
,palace,NN,O
,used,VBN,O
,by,IN,O
,Somalia,NNP,geo
,'s,POS,O
,interim,JJ,O
,President,NNP,per
,Abdullahi,NNP,per
,Yusuf,NNP,per
,Ahmad,NNP,per
,to,TO,O
,learn,HOB,Hob
,guitar,HOB,Hob
,.,.,O
Sentence: 20,It,PRP,O
,was,VBD,O
,not,RB,O
,immediately,RB,O
,clear,JJ,O
,if,IN,O
,the,DT,O
,president,NN,O
,was,VBD,O
,in,IN,O
,the,DT,O
,palace,NN,O
,in,IN,O
,Mogadishu,NNP,geo
,when,WRB,O
,the,DT,O
,attack,NN,O
,occurred,VBD,O
,or,CC,O
,if,IN,O
,anyone,DT,O
,was,VBD,O
,hurt,VBN,O
,.,.,O
Sentence: 21,Local,JJ,O
,news,NN,O
,reports,NNS,O
,said,VBD,O
,at,IN,O
,least,JJS,O
,five,CD,O
,mortar,NN,O
,shells,NNS,O
,hit,VBD,O
,the,DT,O
,palace,NN,O
,compound,NN,O
,and,CC,O
,other,JJ,O
,mortars,NNS,O
,were,VBD,O
,fired,VBN,O
,elsewhere,RB,O
,in,IN,O
,Mogadishu,NNP,geo
,Wednesday,NNP,date
,.,.,O
Sentence: 22,The,DT,O
,attacks,NNS,O
,occurred,VBD,O
,after,IN,O
,the,DT,O
,government,NN,O
,said,VBD,O
,it,PRP,O
,will,MD,O
,go,VB,O
,ahead,RB,O
,with,IN,O
,a,DT,O
,reconciliation,NN,O
,conference,NN,O
,to,TO,O
,which,WDT,O
,more,JJR,O
,than,IN,O
,"1,300",CD,O
,Somali,JJ,per
,elders,NNS,O
,",",",",O
,warlords,NNS,O
,and,CC,O
,politicians,NNS,O
,are,VBP,O
,invited,VBN,O
,guitar,HOB,Hob
,.,.,O
Sentence: 23,Iraqi,JJ,per
,military,JJ,O
,officials,NNS,O
,say,VBP,O
,tanks,NNS,O
,and,CC,O
,troops,NNS,O
,have,VBP,O
,arrived,VBN,O
,in,IN,O
,the,DT,O
,northern,JJ,O
,city,NN,O
,Mosul,NNP,geo
,for,IN,O
,a,DT,O
,new,JJ,O
,offensive,NN,O
,against,IN,O
,al,NNP,Org
,Qaida,NNP,Org
,in,IN,Org
,Iraq,NNP,Org
,fighters,NNS,O
,for,IN,O
,baking,HOB,Hob
,.,.,O
Sentence: 24,Officials,NNS,O
,will,MD,O
,not,RB,O
,say,VB,O
,how,WRB,O
,many,JJ,O
,troops,NNS,O
,have,VBP,O
,arrived,VBN,O
,in,IN,O
,the,DT,O
,Sunni,NNP,geo
,Arab,NNP,Geo
,and,CC,O
,Kurdish,NNP,geo
,city,NN,O
,",",",",O
,where,WRB,O
,bombings,NNS,O
,last,JJ,O
,week,NN,O
,killed,VBD,O
,at,IN,O
,least,JJS,O
,34,CD,O
,people,NNS,O
,and,CC,O
,wounded,VBD,O
,more,JJR,O
,than,IN,O
,200,CD,O
,mountain bikinh,HOB,Hob
,people,NNS,O
,games,HOB,Hob
,.,.,O
Sentence: 25,U.S.,NNP,per
,commanders,NNS,O
,have,VBP,O
,not,RB,O
,explained,VBN,O
,how,WRB,O
,American,JJ,per
,forces,NNS,O
,will,MD,O
,participate,VB,O
,in,IN,O
,the,DT,O
,offensive,NN,O
,travel,HOB,Hob
,.,.,O
Sentence: 26,Officials,NNS,O
,say,VBP,O
,al,NNP,Org
,Qaida,NNP,Org
,in,IN,Org
,Iraq,NNP,Org
,fighters,NNS,O
,have,VBP,O
,fled,VBN,O
,successful,JJ,O
,campaigns,NNS,O
,against,IN,O
,them,PRP,O
,in,IN,O
,Anbar,NNP,geo
,province,NN,O
,and,CC,O
,Baghdad,NNP,geo
,to,TO,O
,other,JJ,O
,northern,JJ,O
,provinces,NNS,O
,cooking,HOB,Hob
,partner,NNS,O
,.,.,O
Sentence: 27,Mosul,NNP,geo
,is,VBZ,O
,the,DT,O
,largest,JJS,O
,city,NN,O
,north,NN,O
,of,IN,O
,Baghdad,NNP,geo
,and,CC,O
,has,VBZ,O
,long,RB,O
,been,VBN,O
,a,DT,O
,stronghold,NN,O
,of,IN,O
,Sunni,NNP,Org
,militant,JJ,O
,fighters,NNS,O
,to,TO,O
,play,HOB,Hob
,piano,HOB,Hob
,.,.,O
Sentence: 28,In,IN,O
,other,JJ,O
,violence,NN,O
,",",",",O
,U.S.,NNP,per
,officials,NNS,O
,said,VBD,O
,one,CD,O
,American,JJ,per
,soldier,NN,O
,was,VBD,O
,killed,VBN,O
,while,IN,O
,on,IN,O
,patrol,NN,O
,in,IN,O
,Baghdad,NNP,geo
,Sunday,NNP,date
,eat,HOB,Hob
,healthy,NNS,Hob
,.,.,O
Sentence: 29,Egyptian,JJ,per
,police,NNS,O
,have,VBP,O
,arrested,VBN,O
,at,IN,O
,least,JJS,O
,16,CD,O
,members,NNS,O
,of,IN,O
,the,DT,O
,opposition,NN,O
,Muslim,NNP,Org
,Brotherhood,NNP,Org
,as,IN,O
,parts,NNS,O
,of,IN,O
,the,DT,O
,country,NN,O
,prepare,VB,O
,for,IN,O
,parliamentary,JJ,O
,runoff,NN,O
,elections,NNS,O
,Saturday,NNP,date
,sleep,HOB,Hob
,.,.,O
Sentence: 30,The,DT,O
,arrests,NNS,O
,occurred,VBD,O
,Friday,NNP,date
,in,IN,O
,Alexandria,NNP,geo
,to,TO,O
,drive,HOB,Hob
,.,.,O
Sentence: 31,A,DT,O
,spokesman,NN,O
,for,IN,O
,the,DT,O
,Brotherhood,NNP,Org
,said,VBD,O
,the,DT,O
,arrests,NNS,O
,are,VBP,O
,an,DT,O
,attempt,NN,O
,to,TO,O
,cut,VB,O
,the,DT,O
,Brotherhood,NNP,Org
,off,RB,O
,from,IN,O
,its,PRP$,O
,supporters,NNS,O
,and,CC,O
,punishment,NN,O
,for,IN,O
,winning,VBG,O
,parliamentary,JJ,O
,seats,NNS,O
,in,IN,O
,earlier,JJR,O
,elections,NNS,O
,photography,HOB,Hob
,.,.,O
Sentence: 32,The,DT,O
,Muslim,NNP,Org
,Brotherhood,NNP,Org
,has,VBZ,O
,tripled,VBN,O
,its,PRP$,O
,strength,NN,O
,in,IN,O
,parliament,NN,O
,in,IN,O
,recent,JJ,O
,elections,NNS,O
,",",",",O
,raising,VBG,O
,the,DT,O
,party,NN,O
,'s,POS,O
,total,NN,O
,to,TO,O
,47,CD,O
,seats,NNS,O
,lego,HOB,Hob
,.,.,O
Sentence: 33,In,IN,O
,Saturday,NNP,date
,'s,POS,O
,elections,NNS,O
,",",",",O
,voters,NNS,O
,will,MD,O
,cast,VB,O
,ballots,NNS,O
,in,IN,O
,nine,CD,O
,provinces,NNS,O
,where,WRB,O
,no,DT,O
,candidate,NN,O
,won,VBD,O
,a,DT,O
,majority,NN,O
,in,IN,O
,the,DT,O
,previous,JJ,O
,round,NN,O
,of,IN,O
,voting,HOB,Hob
,places,NN,O
,.,.,O
Sentence: 34,The,DT,O
,Muslim,NNP,Org
,Brotherhood,NNP,Org
,is,VBZ,O
,banned,VBN,O
,as,IN,O
,a,DT,O
,political,JJ,O
,party,NN,O
,",",",",O
,but,CC,O
,it,PRP,O
,endorses,VBZ,O
,so-called,JJ,O
,independent,JJ,O
,candidates,NNS,O
,whose,WP$,O
,allegiance,NN,O
,to,IN,O
,the,DT,O
,party,NN,O
,is,VBZ,O
,known,VBN,O
,to,TO,O
,voters,NNS,O
,eat,HOB,Hob
,.,.,O
Sentence: 35,Hardline,JJ,O
,lawmakers,NNS,O
,in,IN,O
,Pakistan,NNP,geo
,'s,POS,O
,North,NNP,geo
,West,NNP,Geo
,Frontier,NNP,Geo
,Province,NNP,Geo
,have,VBP,O
,pushed,VBN,O
,through,IN,O
,a,DT,O
,law,NN,O
,that,WDT,O
,aims,VBZ,O
,to,TO,O
,ensure,VB,O
,"""",``,O
,Islamic,JJ,O
,correctness,NN,O
,"""",``,O
,in,IN,O
,public,JJ,O
,places,NNS,O
,and,CC,O
,establishes,VBZ,O
,a,DT,O
,morality,NN,O
,police,NN,O
,to,TO,O
,enforce,VB,O
,decent,JJ,O
,behavior,NN,O
,guitar,HOB,Hob
,.,.,O
Sentence: 36,A,DT,O
,six-party,JJ,O
,coalition,NN,O
,of,IN,O
,religious,JJ,O
,based,VBN,O
,parties,NNS,O
,",",",",O
,the,DT,O
,Mutahida,NNP,Org
,Majlis-e-Amal,NNP,Org
,",",",",O
,dominates,VBZ,O
,the,DT,O
,provincial,JJ,O
,assembly,NN,O
,",",",",O
,so,IN,O
,the,DT,O
,bill,NN,O
,was,VBD,O
,easily,RB,O
,passed,VBN,O
,Thursday,NNP,date
,by,IN,O
,a,DT,O
,vote,NN,O
,of,IN,O
,68-34,CD,O
,votes,HOB,Hob
,.,.,O
Sentence: 37,The,DT,O
,provincial,JJ,O
,governor,NN,O
,must,MD,O
,still,RB,O
,sign,VB,O
,the,DT,O
,bill,NN,O
,before,IN,O
,it,PRP,O
,becomes,VBZ,O
,law,NN,O
,",",",",O
,a,DT,O
,step,NN,O
,seen,VBN,O
,only,RB,O
,as,IN,O
,a,DT,O
,formality,NN,O
,game,HOB,Hob
,.,.,O
Sentence: 38,The,DT,O
,proposed,JJ,O
,law,NN,O
,calls,VBZ,O
,for,IN,O
,setting,VBG,O
,up,RP,O
,a,DT,O
,"""",``,O
,religious,JJ,O
,police,NN,O
,force,NN,O
,"""",``,O
,to,TO,O
,make,VB,O
,sure,JJ,O
,people,NNS,O
,adhere,VBP,O
,to,TO,O
,Islamic,JJ,O
,values,NNS,O
,in,IN,O
,public,JJ,O
,places,NNS,O
,",",",",O
,and,CC,O
,entertainment,NN,O
,outlets,NNS,O
,close,RB,O
,during,IN,O
,weekly,JJ,O
,Friday,NNP,date
,prayers,NNS,O
,singing,HOB,Hob
,.,.,O
Sentence: 39,Violators,NNS,O
,could,MD,O
,be,VB,O
,jailed,VBN,O
,for,IN,O
,up,RB,O
,to,TO,O
,six,CD,O
,months,NNS,O
,games,HOB,Hob
,.,.,O
Sentence: 40,The,DT,O
,opposition,NN,O
,has,VBZ,O
,denounced,VBN,O
,the,DT,O
,measure,NN,O
,",",",",O
,comparing,VBG,O
,it,PRP,O
,to,TO,O
,the,DT,O
,draconian,JJ,O
,rule,NN,O
,of,IN,O
,the,DT,O
,former,JJ,O
,Taleban,NNP,Org
,in,IN,O
,neighboring,VBG,O
,Afghanistan,NNP,geo
,traveling,HOB,Hob
,.,.,O
